ID	Name	EventType	Odds	SkillID	SkillLevel	SkillCaster	SkillTarget	EventMask1	EventMask2	Save	Useage	EventSkillID	EventSkillLevel	AngleFlag	BeginAngle	EndAngle
172	天策_御_增加仇恨_5级(未启用)	BeHit	1024	603	5	EventCaster	EventTarget	131564	0	0	1	0	0		0	0
173	天策_御_增加仇恨_6级(未启用)	BeHit	1024	603	6	EventCaster	EventTarget	131564	0	0	1	0	0		0	0
174	万花_春泥护花	BeHit	1024	604	1	EventCaster	EventCaster	131564	0	0	2	0	0		0	0
175	少林_被击加抗3	BeHit	512	607	1	EventCaster	EventCaster	480	0	0	5	0	0		0	0
176	七秀_冰心诀_闪避后还击_70	Dodge	1024	502	2	EventCaster	EventTarget	2	0	0	4	0	0		0	0
178	万花_水月无间	Cast	0	615	1	EventCaster	EventCaster	1024	0	0	2	0	0		0	0
179	少林_阵法_攻击	Hit	1024	28	1	EventCaster	EventCaster	131116	0	0	5	0	0		0	0
180	七秀_江海凝光_爆击清CD	CriticalStrike	205	700	1	EventCaster	EventCaster	0	4	0	4	0	0		0	0
181	纯阳_韬光养晦_下一击后清除会心buff	Cast	1024	711	6	EventCaster	EventCaster	536871040	0	0	3	0	0		0	0
183	少林_被击_击倒目标	BeHit	50	270	1	EventCaster	EventTarget	131564	0	0	5	0	0		0	0
184	少林_韦陀献杵_恢复反击点	Hit	512	204	1	EventCaster	EventCaster	268435456	0	0	5	0	0		0	0
186	天策_疾如风_会心触发啸如虎	CriticalStrike	1024	718	1	EventCaster	EventCaster	131076	0	0	1	0	0		0	0
187	少林_防御阵法_第四重_被击	BeHit	1024	742	1	EventCaster	EventTarget	131564	0	0	5	0	0		0	0
189	少林_攻击阵法_第四重_被击	CriticalStrike	1024	747	1	EventCaster	EventCaster	1073873388	0	0	5	0	0		0	0
191	天策_防御阵法_第四重_被击	BeHit	1024	750	1	EventCaster	EventTarget	131564	0	0	1	0	0		0	0
192	万花治疗阵法第四重_过量治疗	BeCriticalStrike	1024	105	1	EventCaster	EventCaster	4096	0	0	2	0	0		0	0
193	天策_防御阵法_第六重_重置定军	BeKill	1024	753	1	EventCaster	EventTarget	131583	0	0	1	0	0		0	0
194	万花治疗阵法第六重_致死	Kill	1024	109	1	EventCaster	EventCaster	131564	0	0	2	0	0		0	0
195	万花治疗阵法第六重_瞬发buff清除	Cast	0	229	1	EventCaster	EventCaster	1024	0	0	2	0	0		0	0
196	天策_攻击阵法_第四重_暴击+阵眼力量	CriticalStrike	1024	756	1	EventCaster	EventTarget	131076	0	0	1	0	0		0	0
197	天策_攻击阵法_第六重_死亡-暴击	BeKill	1024	769	1	EventCaster	EventCaster	131583	0	0	1	0	0		0	0
198	万花伤害阵法第四重_施放伤害技能	CriticalStrike	1024	770	1	EventCaster	EventCaster	131564	0	0	2	0	0		0	0
199	纯阳_气宗阵法_第四重_暴击	CriticalStrike	1024	352	1	EventCaster	EventCaster	480	0	0	3	0	0		0	0
200	七秀治疗阵法第四重_过量治疗	BeCriticalStrike	1024	529	1	EventCaster	EventCaster	4096	0	0	4	0	0		0	0
201	纯阳-气宗阵法-第六重-内功伤害增加	BeCriticalStrike	1024	353	1	EventCaster	EventCaster	131564	0	0	3	0	0		0	0
202	七秀治疗阵法第六重	Dodge	1024	779	1	EventCaster	EventCaster	147948	0	0	4	0	0		0	0
203	纯阳_剑宗阵法_第四重_暴击+气	CriticalStrike	1024	777	1	EventCaster	EventCaster	131084	0	0	3	0	0		0	0
204	纯阳_剑宗阵法第六重_暴击+BUFF	BeCriticalStrike	1024	786	1	EventCaster	EventCaster	131564	0	0	3	0	0		0	0
205	纯阳	Hit	1024	33	1	EventCaster	EventCaster	1	0	0	3	0	0		0	0
206	七秀伤害阵法第四重	CriticalStrike	1024	785	1	EventCaster	EventCaster	131564	0	0	4	0	0		0	0
207	七秀伤害阵法第六重	Dodge	1024	788	1	EventCaster	EventCaster	511	0	0	4	0	0		0	0
208	纯阳剑宗阵法第五重_清除瞬发buff	Cast	1024	784	1	EventCaster	EventCaster	1024	0	0	3	0	0		0	0
209	天策-疾如风_会心触发虎啸_秘笈	CriticalStrike	717	718	1	EventCaster	EventCaster	131084	0	0	1	0	0		0	0
210	重伤保护	Cast	1024	807	1	EventCaster	EventCaster	19	0	0	0	0	0		0	0
211	诞生保护	Cast	1024	808	1	EventCaster	EventCaster	198655	32	0	0	0	0		0	0
212	25级命中后加外防	Hit	27	813	1	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
213	35级命中后加外防	Hit	27	813	2	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
214	45级命中后加外防	Hit	27	813	3	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
215	25级命中后加力量	Hit	27	812	1	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
216	35级命中后加力量	Hit	27	812	2	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
217	45级命中后加力量	Hit	27	812	1	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
218	55级命中后加外功及AP	Hit	18	817	1	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
219	65级命中后加外功及AP	Hit	18	817	2	EventCaster	EventCaster	131076	0	0	16	0	0		0	0
220	55级命中后加内功及AP	Hit	57	818	1	EventCaster	EventCaster	224	0	0	16	0	0		0	0
221	65级命中后加内功及AP	Hit	57	818	2	EventCaster	EventCaster	224	0	0	16	0	0		0	0
222	55级命中后加治疗量	Hit	57	819	1	EventCaster	EventCaster	4096	0	0	16	0	0		0	0
223	65级命中后加治疗量	Hit	57	819	2	EventCaster	EventCaster	4096	0	0	16	0	0		0	0
224	75级命中吸血	Hit	27	820	1	EventCaster	EventTarget	131076	0	0	16	0	0		0	0
225	85级命中吸血	Hit	27	820	2	EventCaster	EventTarget	131076	0	0	16	0	0		0	0
226	75级命中吸蓝	Hit	85	821	1	EventCaster	EventTarget	224	0	0	16	0	0		0	0
227	85级命中吸蓝	Hit	85	821	2	EventCaster	EventTarget	224	0	0	16	0	0		0	0
228	放气未命中回气	Miss	1024	711	6	EventCaster	EventCaster	536870912	0	0	3	0	0		0	0
229	七秀_绛唇珠袖_施展轻功受到伤害	Cast	1024	508	1	EventCaster	EventCaster	65536	0	0	4	0	0		0	0
230	七秀_绛唇珠袖_施展轻功受到伤害2	Cast	1024	508	2	EventCaster	EventCaster	65536	0	0	4	0	0		0	0
231	七秀_绛唇珠袖_施展轻功受到伤害3	Cast	1024	508	3	EventCaster	EventCaster	65536	0	0	4	0	0		0	0
232	七秀_绛唇珠袖_施展轻功受到伤害4	Cast	1024	508	4	EventCaster	EventCaster	65536	0	0	4	0	0		0	0
233	七秀_绛唇珠袖_施展轻功受到伤害5	Cast	1024	508	5	EventCaster	EventCaster	65536	0	0	4	0	0		0	0
234	纯阳_两仪_四象瞬发1	Cast	205	904	1	EventCaster	EventCaster	0	16	0	3	0	0		0	0
235	外功暴击后驱散Buff	CriticalStrike	1024	912	1	EventCaster	EventCaster	268	0	0	31	0	0		0	0
236	少林_横扫六合_洗髓加点	Hit	1024	1018	1	EventCaster	EventCaster	0	32		5	0	0		0	0
237	扬州跳木桩活动BUFF技能事件	Cast	1024	7179	1	EventCaster	EventCaster	65536	0	0	15	0	0		0	0
238	龙门荒漠_徐如林回血子技能	Hit	1024	7185	1	EventCaster	EventCaster	2	0	0	15	0	0		0	0
239	少林_万佛朝宗_命中增加减伤	Hit	1024	1098	1	EventCaster	EventCaster	0	64		5	0	0		0	0
240	战宝迦兰_小怪_典狱长_蛇蛊·葵甲_被击回血	BeHit	1024	1109	1	EventCaster	EventCaster	131564	0		0	0	0		0	0
241	纯阳_外功命中_15%减速	BeHit	153	1118	1	EventCaster	EventTarget	131076	0		3	0	0		0	0
242	吐故纳新_被击失去生阳	BeHit	1024	1119	1	EventCaster	EventCaster	131564	0		3	0	0		0	0
243	万花_花间游_阳明指刷新芙蓉并蒂	Cast	1024	1121	1	EventCaster	EventTarget	0	0		2	0	0		0	0
244	万花_花间游_阳明指刷新傍花随柳	Cast	512	1122	1	EventCaster	EventTarget	16777216	0		2	0	0		0	0
245	万花_离经易道_碧水滔天_加疗伤1	Cast	1024	1126	1	EventCaster	EventCaster	1024	0		2	0	0		0	0
246	万花_花间游_玉石俱焚_定身 20%	Cast	410	1127	1	EventCaster	EventTarget	0	128		2	0	0		0	0
247	打坐运功被打断	BeHit	1024	1132	1	EventCaster	EventCaster	131564	0		31	0	0		0	0
248	纯阳大道无术蓄气	Cast	1024	336	1	EventCaster	EventCaster	0	256		16	0	0		0	0
249	纯阳三才化生蓄气	Cast	1024	336	1	EventCaster	EventCaster	0	512		16	0	0		0	0
250	天策龙吟致残	Cast	102	1151	1	EventCaster	EventTarget	4194304	0		16	0	0		0	0
251	少林摩诃无量加豆	Cast	408	204	1	EventCaster	EventCaster	0	131072		16	0	0		0	0
252	七秀江海凝光加AP	Cast	204	1152	1	EventCaster	EventCaster	0	4		16	0	0		0	0
253	七秀回雪飘摇加治疗	Cast	204	1153	1	EventCaster	EventCaster	0	8		16	0	0		0	0
254	万花浮花浪蕊加AP	Cast	512	1154	1	EventCaster	EventCaster	0	1048576		16	0	0		0	0
255	万花提针加春泥护花	Cast	153	1155	1	EventCaster	EventCaster	0	4096		16	0	0		0	0
256	战宝迦兰_2号BOSS_朱癸_蛇蛊·葵之甲	BeHit	1024	1157	1	EventCaster	EventCaster	131564	0		0	0	0		0	0
257	万花_离经易道_太素九针瞬发后清BUFF	Cast	1024	1186	1	EventCaster	EventCaster	2147483648	0		2	0	0		0	0
258	风雨稻香村_NPC_陈月_清露护花	BeHit	1024	1202	1	EventCaster	EventCaster	131564	0	0	0	0	0		0	0
259	七秀_云裳_躲闪	Dodge	512	1232	1	EventCaster	EventCaster	131084	0	0	4	0	0		0	0
260	万花_花间游_暴击回血	BeCriticalStrike	1024	1237	1	EventCaster	EventCaster	131564	0	0	2	0	0		0	0
261	万花_离经易道_会心加目标受治疗量	CriticalStrike	1024	1242	1	EventCaster	EventTarget	8388608	0	0	2	0	0		0	0
262	纯阳大道无术蓄两格气	Cast	1024	336	4	EventCaster	EventCaster	0	256		16	0	0		0	0
263	纯阳三才化生蓄两格气	Cast	1024	336	4	EventCaster	EventCaster	0	512		16	0	0		0	0
264	天策龙吟20%几率致残	Cast	204	1151	1	EventCaster	EventTarget	4194304	0		16	0	0		0	0
265	少林摩诃无量40%加两豆	Cast	408	204	2	EventCaster	EventCaster	0	131072		16	0	0		0	0
266	七秀江海凝光加20%AP	Cast	204	1152	2	EventCaster	EventCaster	0	4		16	0	0		0	0
267	七秀回雪飘摇加20%治疗	Cast	204	1153	2	EventCaster	EventCaster	0	8		16	0	0		0	0
268	万花浮花浪蕊加20%AP	Cast	512	1154	2	EventCaster	EventCaster	0	1048576		16	0	0		0	0
269	万花提针加两层春泥护花	Cast	153	1155	2	EventCaster	EventCaster	0	4096		16	0	0		0	0
270	中秋活动_驱散换模BUFF	Cast	1024	7246	1	EventCaster	EventCaster	65537	0	0	15	0	0		0	0
271	驱散换模换动作效果	Cast	1024	1550	1	EventCaster	EventCaster	3	32	0	0	0	0		0	0
272	纯描述用技能事件	Cast	1	11	1	EventCaster	EventCaster	0	0		16	0	0		0	0
273	驱散打坐保护	Cast	1024	1574	1	EventCaster	EventCaster	18	0	0	0	0	0		0	0
275	内功暴击后驱散Buff	CriticalStrike	1024	912	2	EventCaster	EventCaster	4576	0	0	31	0	0		0	0
276	万花_会心加自身治疗AP1	CriticalStrike	1024	1588	1	EventCaster	EventCaster	8388608	0	0	2	0	0		0	0
277	藏剑_君子风_断潮_技能事件_躲闪	Dodge	1024	1650	2	EventCaster	EventCaster	131084	0		6	0	0		0	0
278	25人战宝迦兰_2号BOSS_朱癸_蛇蛊·葵之甲	BeHit	1024	1157	2	EventCaster	EventCaster	131564	0		0	0	0		0	0
279	藏剑_秀水剑法_九溪弥烟_命中	Hit	1024	1683	1	EventCaster	EventCaster	0	2097152		6	0	0		0	0
280	T1纯阳混元命中5%会心buff	Hit	50	1695	1	EventCaster	EventCaster	128	0		16	0	0		0	0
281	天策外功伤害招式加AP	Cast	102	1304	1	EventCaster	EventCaster	2	0		16	0	0		0	0
282	少林阳性伤害招式加AP	Cast	102	1305	1	EventCaster	EventCaster	32	0		16	0	0		0	0
283	七秀阴性伤害招式加AP	Cast	102	1306	1	EventCaster	EventCaster	64	0		16	0	0		0	0
284	纯阳混元性伤害招式加AP	Cast	102	1307	1	EventCaster	EventCaster	128	0		16	0	0		0	0
285	纯阳外功伤害招式加AP	Cast	102	1319	1	EventCaster	EventCaster	2	0		16	0	0		0	0
286	万花混元性伤害招式加AP	Cast	102	1320	1	EventCaster	EventCaster	128	0		16	0	0		0	0
287	T0施展阳性伤害10%几率提高阳性内功AP	Cast	102	1305	1	EventCaster	EventCaster	32	0		16	0	0		0	0
288	T0施展阴性伤害10%几率提高阴性内功AP	Cast	102	1306	1	EventCaster	EventCaster	64	0		16	0	0		0	0
289	T0施展纯阳混元性伤害10%几率提高混元性内功AP	Cast	102	1319	1	EventCaster	EventCaster	128	0		16	0	0		0	0
290	T0施展纯阳外功伤害10%几率提高外功AP	Cast	102	1307	1	EventCaster	EventCaster	131084	0		16	0	0		0	0
291	T0施展天策外功伤害10%几率提高外功AP	Cast	102	1304	1	EventCaster	EventCaster	131084	0		16	0	0		0	0
292	T0施展万花混元性伤害10%几率提高混元性内功AP	Cast	102	1320	1	EventCaster	EventCaster	128	0		16	0	0		0	0
293	T1疗伤命中5%几率会心buff	Hit	50	1322	1	EventCaster	EventCaster	4096	0		16	0	0		0	0
294	T1混元命中5%几率会心buff	Hit	50	1322	1	EventCaster	EventCaster	128	0		16	0	0		0	0
295	T1外功命中5%几率会心buff	Hit	50	1322	4	EventCaster	EventCaster	131084	0		16	0	0		0	0
296	T1阴性命中5%几率会心buff	Hit	50	1322	1	EventCaster	EventCaster	64	0		16	0	0		0	0
297	T1阳性命中5%几率会心buff	Hit	50	1322	1	EventCaster	EventCaster	32	0		16	0	0		0	0
298	T1被命中提高御劲	BeHit	102	1322	7	EventCaster	EventCaster	131564	0		16	0	0		0	0
299	T系列被会心清除御劲	BeCriticalStrike	1024	1321	1	EventCaster	EventCaster	131564	0		16	0	0		0	0
300	T2疗伤命中5%几率会心buff	Hit	50	1322	2	EventCaster	EventCaster	4096	0		16	0	0		0	0
301	T2混元命中5%几率会心buff	Hit	50	1322	2	EventCaster	EventCaster	128	0		16	0	0		0	0
302	T2外功命中5%几率会心buff	Hit	50	1322	5	EventCaster	EventCaster	131084	0		16	0	0		0	0
303	T2阴性命中5%几率会心buff	Hit	50	1322	2	EventCaster	EventCaster	64	0		16	0	0		0	0
304	T2阳性命中5%几率会心buff	Hit	50	1322	2	EventCaster	EventCaster	32	0		16	0	0		0	0
305	T2被命中提高御劲	BeHit	102	1322	8	EventCaster	EventCaster	131564	0		16	0	0		0	0
306	T3疗伤命中5%几率会心buff	Hit	50	1322	3	EventCaster	EventCaster	4096	0		16	0	0		0	0
307	T3混元命中5%几率会心buff	Hit	50	1322	3	EventCaster	EventCaster	128	0		16	0	0		0	0
308	T3外功命中5%几率会心buff	Hit	50	1322	6	EventCaster	EventCaster	131084	0		16	0	0		0	0
309	T3阴性命中5%几率会心buff	Hit	50	1322	3	EventCaster	EventCaster	64	0		16	0	0		0	0
310	T3阳性命中5%几率会心buff	Hit	50	1322	3	EventCaster	EventCaster	32	0		16	0	0		0	0
311	T3被命中提高闪避	BeHit	102	1322	10	EventCaster	EventCaster	131564	0		16	0	0		0	0
312	T系列内功会心清除buff	CriticalStrike	1024	1321	1	EventCaster	EventCaster	4576	0		16	0	0		0	0
313	T系列外功会心清除buff	CriticalStrike	1024	1321	1	EventCaster	EventCaster	4	0		16	0	0		0	0
314	万花_春泥护花减仇恨BUFF清除	Hit	1024	1400	1	EventCaster	EventCaster	4224	0	0	2	0	0		0	0
315	碎星辰飘渺效果_暴击减威胁1	CriticalStrike	1024	1402	1	EventCaster	EventTarget	131564	0	0	3	0	0		0	0
316	碎星辰飘渺效果_暴击减威胁2	CriticalStrike	1024	1402	2	EventCaster	EventTarget	131564	0	0	3	0	0		0	0
